,original_text,filtered_text,NBD_tag
432,1/2 cup dark brown sugar,dark brown sugar,"""19334"""
433,1 tablespoon sea salt,sea salt,"""02047"""
434,2 tablespoons fresh lime juice,fresh lime juice,"""09160"""
435,1 1/2 tablespoons soy sauce,soy sauce,"""16124"""
436,1 tablespoon chopped fresh cilantro,chopped fresh cilantro,"""11165"""
437,1 tablespoon chopped peeled fresh ginger,chopped peeled fresh ginger,"""11216"""
438,1 tablespoon minced shallot,minced shallot,"""11677"""
439,5 teaspoons light or regular olive oil,light or regular olive oil,"""44005"""
440,2 6-ounce sea bass fillets (each about 3/4 inch thick),sea bass fillets (each thick),"""15091"""
441,9 large artichokes,artichokes,"""11007"""
442,3 Meyer lemons,meyer lemons,"""09150"""
443,2 1/2 cups white wine,white wine,"""14106"""
444,2 1/2 cups water,water,"""14411"""
445,1 cup pure olive oil plus 2 tablespoons*,pure olive oil plus,"""44005"""
446,3 garlic cloves peeled,garlic cloves peeled,"""11215"""
447,1 teaspoon coriander seed,coriander seed,"""02013"""
448,2 bay leaves,bay leaves,"""02004"""
449,1/2 teaspoon whole black peppercorns,whole black peppercorns,"""02030"""
450,2 teaspoons sliced green garlic,sliced green garlic,"""11215"""
451,3 cups heavy cream,heavy cream,"""01053"""
452,6 ounces pennette,pennette,"""20120"""
453,9 ounces goat cheese,goat cheese,"""01159"""
454,1 teaspoon chopped fresh lemon thyme,chopped fresh lemon thyme,"""02049"""
456,1 pinch ground pink peppercorns,ground pink peppercorns,"""02030"""
457,Kosher salt,kosher salt,"""02047"""
458,Ground black pepper,ground black pepper,"""02030"""
459,3/4 cup water as needed,water as needed,"""14411"""
460,1 loaf rustic bread,loaf rustic bread,"""18033"""
461,3 tablespoons pure olive oil,pure olive oil,"""04708"""
462,3 tablespoons chopped Italian parsley leaves,chopped italian parsley leaves,"""11297"""
464,3 tablespoons freshly grated Parmesan,freshly grated parmesan,"""01033"""
465,Kosher salt,kosher salt,"""02047"""
466,Ground black pepper,ground black pepper,"""02030"""
467,2 bunches arugula cleaned,bunches arugula cleaned,"""11959"""
468,Olive oil as needed,olive oil as needed,"""44005"""
469,1/2 Meyer lemon,meyer lemon,"""09152"""
470,Kosher salt,kosher salt,"""02047"""
471,Ground black pepper,ground black pepper,"""02030"""
472,4 whole brandied apricots,whole brandied apricots,"""09021"""
473,1 teaspoon brown sugar,brown sugar,"""19334"""
474,2 tablespoons brandy,brandy,"""14037"""
475,1/4 cup chicken stock,chicken stock,"""06172"""
476,Clarified butter,clarified butter,"""01145"""
477,1 whole large boneless chicken breast skin on,whole boneless chicken breast skin on,"""05057"""
478,1/2 medium onion thinly sliced,onion thinly sliced,"""11282"""
479,Sprig rosemary,sprig rosemary,"""02063"""
481,Salt to taste,salt to taste,"""02047"""
482,Cayenne pepper to taste,cayenne pepper to taste,"""02031"""
483,1 cup button mushrooms,button mushrooms,"""11260"""
484,Lemon juiced to taste,lemon juiced to taste,"""09152"""
485,2 (1/4-inch) slices smoked ham,(inch) smoked ham,"""07938"""
486,2 pounds cleaned squid cut into rings see Cooks Note*,cleaned squid cut into rings see cooks note,"""15175"""
487,6 egg whites,egg whites,"""01124"""
488,3/4 cup all-purpose flour,allpurpose flour,"""20581"""
489,21/2 cups panko see Cooks Note**,panko see cooks note,"""18079"""
490,Kosher salt,kosher salt,"""02047"""
491,1 small fresh lotus root peeled and thinly sliced see Cooks Note*,fresh lotus root peeled and thinly sliced see cooks note,"""11254"""
492,1 green papaya peeled and julienned,green papaya peeled and julienned,"""09226"""
493,1 orange juiced,orange juiced,"""42270"""
494,1 Thai chile finely chopped,thai chile finely chopped,"""11819"""
495,1/4 teaspoon kosher salt,kosher salt,"""02047"""
496,4 brownies,brownies,"""18154"""
497,1 pint vanilla ice cream,vanilla ice cream,"""19095"""
498,4 tablespoons chocolate sauce,chocolate sauce,"""19924"""
499,4 cigarette cookies,cigarette cookies,"""18204"""
500,1/2 cup raspberries,raspberries,"""09302"""
501,4 mint sprigs,mint,"""02064"""
502,1/4 cup mayonnaise,mayonnaise,"""42138"""
503,1 1/4 teaspoons chopped canned chipotle chiles in adobo sauce,chopped canned chipotle chiles in adobo sauce,"""31034"""
504,1 cup diced cored fresh pineapple,diced cored fresh pineapple,"""09266"""
505,2 tablespoons ginger preserves or orange marmalade,ginger preserves or orange marmalade,"""31033"""
506,1 tablespoon fresh lime juice,fresh lime juice,"""09160"""
507,1 teaspoon minced peeled fresh ginger,minced peeled fresh ginger,"""11216"""
508,2 tablespoons chopped fresh cilantro,chopped fresh cilantro,"""11165"""
509,4 (6-ounce) salmon fillets with skin (each 1 to 1 1/4 inches thick),(ounce) salmon fillets with skin (each to thick),"""15238"""
510,2 tablespoons olive oil,olive oil,"""44005"""
512,1/2 cup of BACARDI® Select,of bacardi® select,"""14037"""
513,1 cup fresh cut watermelon,fresh cut watermelon,"""09326"""
514,4 cups of ice,of ice,"""14411"""
515,1 tablespoon extra-virgin olive oil,extravirgin olive oil,"""04708"""
516,1 tablespoon unsalted butter,unsalted butter,"""01145"""
517,2 cloves garlic thinly sliced,cloves garlic thinly sliced,"""11215"""
518,1 5-ounce package chopped mixed winter greens such as kale and/or chard (about 8 cups),package chopped mixed winter greens such as kale andor chard (about cups),"""11233"""
519,Kosher salt,kosher salt,"""02047"""
520,1 sheet frozen puff pastry thawed (half of a 17-ounce package),sheet frozen puff pastry thawed (half of aounce package),"""18337"""
522,5 ounces goat cheese crumbled (about 3/4 cup),goat cheese crumbled (about cup),"""01159"""
523,1/2 cup grated parmesan cheese (about 1 ounce),grated parmesan cheese (about ounce),"""01033"""
524,4 large eggs,eggs,"""01123"""
525,1 cup heavy cream,heavy cream,"""01053"""
526,1/4 teaspoon ground nutmeg,ground nutmeg,"""02025"""
527,Freshly ground pepper,freshly ground pepper,"""02030"""
528,1 (14-oz) can hearts of palm (not salad-cut) drained,(oz) hearts of palm (not saladcut) drained,"""11961"""
529,1/4 medium red onion thinly sliced,red onion thinly sliced,"""11282"""
530,1/4 cup coarsely chopped fresh cilantro,coarsely chopped fresh cilantro,"""11165"""
531,1 tablespoon fresh lime juice,fresh lime juice,"""09160"""
532,1 tablespoon olive oil,olive oil,"""44005"""
533,1/4 teaspoon salt,salt,"""02047"""
534,3/4 teaspoon black pepper,black pepper,"""02030"""
535,1 (11-oz) box frozen ripe plantains,(oz) box frozen ripe plantains,"""09277"""
537,1 tablespoon olive oil,olive oil,"""44005"""
538,8 thin boneless center-cut pork chops (about 1/4 inch thick),thin boneless centercut pork chops (about thick),"""10164"""
540,2 1/2 cups all-purpose flour,allpurpose flour,"""20581"""
541,1 1/2 cups sugar,sugar,"""19335"""
542,3 teaspoons baking powder,baking powder,"""18371"""
543,1 teaspoon salt,salt,"""02047"""
544,1/2 cup shortening,shortening,"""04549"""
545,1 cup milk,milk,"""01077"""
546,3 eggs,eggs,"""01123"""
547,1 1/2 teaspoons vanilla extract,vanilla extract,"""02050"""
548,1/4 cup peanut butter,peanut butter,"""16167"""
549,10 caramel squares (recommended: Kraft brand),caramel squares (recommended: kraft brand),"""19074"""
550,1 1/2 tablespoons whipping cream,whipping cream,"""01053"""
551,1/4 cup chopped peanuts,chopped peanuts,"""16087"""
552,1 can caramel icing,caramel icing,"""19364"""
553,Chocolate Ganache recipe follows,chocolate ganache follows,"""19226"""
555,1 package almond bark or chocolate,package almond bark or chocolate,"""19120"""
556,1/2 pint whipping cream,whipping cream,"""01053"""
557,1 tablespoon white corn syrup (recommended: Karo brand),white corn syrup (recommended: karo brand),"""19350"""
558,1 tablespoon chipotle peppers,chipotle peppers,"""11819"""
560,8 ounces sour cream,sour cream,"""01056"""
561,2 tablespoons mayonnaise,mayonnaise,"""42138"""
562,4 chicken breasts diced into 1/2-inch pieces,chicken breasts diced intoinch pieces,"""05062"""
563,3 cloves garlic chopped,cloves garlic chopped,"""11215"""
564,1 tablespoon rum,rum,"""14037"""
565,2 tablespoons vegetable oil,vegetable oil,"""04513"""
566,1 onion chopped,onion chopped,"""11282"""
567,1 tablespoon sliced lemongrass,sliced lemongrass,"""06625"""
568,1/2 cup coconut milk,coconut milk,"""12117"""
569,1 tablespoon curry powder,curry powder,"""02015"""
570,2 teaspoons sesame oil,sesame oil,"""04058"""
571,1 hot pepper chopped optional,hot pepper chopped optional,"""11819"""
573,Cooked rice serving suggestion,cooked rice suggestion,"""20051"""
574,1 1/2 pounds small Brussels sprouts,brussels sprouts,"""11098"""
575,4 tablespoons unsalted butter,unsalted butter,"""01145"""
576,1/2 teaspoon salt,salt,"""02047"""
577,1/4 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
578,1 tablespoon medium dry white wine,dry white wine,"""14106"""
579,1 tablespoon lemon juice,lemon juice,"""09152"""
581,8 ounces ground chicken,ground chicken,"""05332"""
582,1 packet dried onion soup mix,packet dried onion soup mix,"""06094"""
583,2 tablespoons sesame oil,sesame oil,"""04058"""
584,2 tablespoons oyster sauce,oyster sauce,"""06176"""
585,1 tablespoon minced garlic,minced garlic,"""11215"""
586,24 wonton wrappers,wonton wrappers,"""18368"""
587,1 skinless chicken breast sliced into 1/4-inch strips,skinless chicken breast sliced intoinch strips,"""05057"""
588,1 tablespoon minced garlic,minced garlic,"""11215"""
589,1 tablespoon vegetable oil,vegetable oil,"""04513"""
590,4 (14-ounce) cans chicken stock,(ounce) chicken stock,"""06172"""
591,2 tablespoons light soy sauce,light soy sauce,"""16424"""
592,1 tablespoon sesame oil,sesame oil,"""04058"""
593,2/3 cup Chinese barbecued pork thinly sliced,chinese barbecued pork thinly sliced,"""36622"""
594,1 (4-ounce) jar sliced water chestnuts,(ounce) jar sliced water chestnuts,"""11590"""
595,1 (4-ounce) jar bamboo shoots,(ounce) jar bamboo shoots,"""11026"""
596,1/2 (12-ounce) bag frozen vegetable stir-fry mix (snap peas carrots and mushrooms),(ounce) bag frozen vegetable stirfry mix (snap peas carrots and mushrooms),"""11583"""
597,3 pounds ripe peaches,ripe peaches,"""09236"""
598,2 tablespoons cornstarch,cornstarch,"""20027"""
599,1 1/2 tablespoons all-purpose flour,allpurpose flour,"""20581"""
600,2 teaspoons fresh lemon juice,fresh lemon juice,"""09152"""
601,1/2 teaspoon cinnamon,cinnamon,"""02010"""
602,1/4 teaspoon salt,salt,"""02047"""
603,1/2 cup plus 1 tablespoon sugar divided,plus sugar divided,"""19335"""
604,1/4 cup mild honey,mild honey,"""19296"""
605,2 tablespoons water,water,"""14411"""
606,3 tablespoons unsalted butter,unsalted butter,"""01145"""
607,All-butter pastry dough,allbutter pastry dough,"""18014"""
608,1 tablespoon whole milk,whole milk,"""01077"""
609,"1 tube jumbo bake-off biscuits (recommended: Pillsbury brand """"Grands"""") available on dairy aisle","tube jumbo bakeoff biscuits (recommended: pillsbury brand """"grands"""") available on dairy aisle","""18633"""
610,A sprinkle cayenne (spicy) or sweet paprika (mild),a cayenne (spicy) or sweet paprika (mild),"""02031"""
611,1 cup dry white wine,dry white wine,"""14106"""
612,2 cups chicken broth,chicken broth,"""06194"""
613,1 bay leaf,bay leaf,"""02004"""
614,4 pieces boneless skinless chicken breasts,pieces boneless skinless chicken breasts,"""05053"""
615,1 tablespoon vegetable oil or extra-virgin olive oil 1 turn of the pan,vegetable oil or extravirgin olive oil turn of the pan,"""04513"""
616,2 tablespoons butter,butter,"""01001"""
617,1/2 pound small white mushrooms sliced,white mushrooms sliced,"""11260"""
618,1/2 small white onion chopped,white onion chopped,"""11282"""
619,2 tablespoons all-purpose flour,allpurpose flour,"""20581"""
620,3 tablespoons chopped pimentos,chopped pimentos,"""01043"""
621,1 cup frozen green peas,frozen green peas,"""11312"""
622,2 tablespoons chopped flat-leaf or curly parsley,chopped flatleaf or curly parsley,"""11297"""
623,Vegetable oil (for deep-frying),vegetable oil (for deepfrying),"""04513"""
624,2 (15-ounce) cans chickpeas drained rinsed drained again on paper towels and patted dry,(ounce) chickpeas drained rinsed drained again on paper towels and patted dry,"""16056"""
625,3/4 teaspoon smoked hot paprika such as Pimentón de la Vera,smoked hot paprika such as pimentón de la vera,"""02028"""
626,3/4 teaspoon flaky sea salt such as Maldon,flaky sea salt such as maldon,"""02047"""
627,1 lemon,lemon,"""09150"""
628,2 cups whole milk divided,whole milk divided,"""01077"""
629,2/3 cup sugar,sugar,"""19335"""
630,1 cinnamon stick broken in half,cinnamon broken in half,"""02010"""
631,1/3 cup cornstarch,cornstarch,"""20027"""
632,2 large egg yolks,egg yolks,"""01125"""
633,3 large eggs,eggs,"""01123"""
634,1 3/4 cups whole milk,whole milk,"""01077"""
635,2 1/2 tablespoons Pernod or ouzo,pernod or ouzo,"""14037"""
636,1/2 teaspoon (scant) salt,(scant) salt,"""02047"""
637,1 cup all purpose flour,all purpose flour,"""20581"""
638,Olive oil (for brushing),olive oil (for brushing),"""44005"""
639,Whipped cream,whipped cream,"""01054"""
640,Fresh raspberries (for garnish),fresh raspberries (for garnish),"""09302"""
641,1 cup good quality dark chocolate (recommended: Guittard),good quality dark chocolate (recommended: guittard),"""19904"""
642,1/2 cup (1 stick) room temperature salted butter,( stick) room temperature salted butter,"""01001"""
643,2 tablespoons heavy cream,heavy cream,"""01053"""
644,1 teaspoon vanilla (recommended: Nielsen Massey),vanilla (recommended: nielsen massey),"""02050"""
645,1 tablespoon coffee-flavored liqueur (recommended: Kahlua),coffeeflavored liqueur (recommended: kahlua),"""14414"""
646,1 pound sifted confectioners sugar,sifted confectioners sugar,"""19335"""
647,8 ounces (2 sticks) cool unsalted butter cut into pieces,( sticks) cool unsalted butter cut into pieces,"""01145"""
648,1 cup packed light brown sugar,packed light brown sugar,"""19334"""
649,1/2 cup granulated sugar,granulated sugar,"""19335"""
650,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
651,2 eggs,eggs,"""01123"""
652,2 1/4 cups all-purpose flour,allpurpose flour,"""20581"""
653,1 teaspoon baking soda,baking soda,"""18372"""
654,1 teaspoon salt,salt,"""02047"""
655,1 cup chocolate chips,chocolate chips,"""19120"""
656,2 cups half-and-half,halfandhalf,"""01049"""
657,2 cups heavy cream,heavy cream,"""01053"""
658,1/2 vanilla bean split lengthwise,vanilla bean split lengthwise,"""02050"""
659,9 egg yolks,egg yolks,"""01125"""
660,3/4 cup sugar,sugar,"""19335"""
661,1/4 cup (1/2 stick) unsalted butter,( stick) unsalted butter,"""01145"""
662,1 onion chopped,onion chopped,"""11282"""
663,1 green bell pepper chopped,green bell pepper chopped,"""11333"""
664,1 1/2 cups frozen whole kernel corn thawed,frozen whole kernel corn thawed,"""11178"""
665,1 large tomato seeded chopped,tomato seeded chopped,"""11529"""
666,3 cups cooked rice (about 1 cup raw),cooked rice (about raw),"""20051"""
667,2 cups grated Swiss cheese (about 6 ounces),grated swiss cheese (about ounces),"""01040"""
668,3 tablespoons whipping cream,whipping cream,"""01053"""
669,1 tablespoon chopped fresh thyme or 1 teaspoon dried,chopped fresh thyme or dried,"""02049"""
670,3 tablespoons olive oil,olive oil,"""44005"""
671,1 small onion finely chopped,onion finely chopped,"""11282"""
672,2 garlic cloves chopped,garlic cloves chopped,"""11215"""
673,2 (28-ounce) cans whole tomatoes in puree pureed in a blender until smooth,(ounce) whole tomatoes in puree pureed in a blender until smooth,"""11547"""
674,1/2 teaspoon salt,salt,"""02047"""
675,3/4 teaspoon black pepper,black pepper,"""02030"""
676,6 pounded pre-cooked breaded chicken breast halves (from the deli counter),pounded precooked breaded chicken breast halves (from the deli counter),"""05057"""
677,4 (12-inch-long) loaves Italian bread halved lengthwise,(inchlong) loaves italian bread halved lengthwise,"""18033"""
678,1 (12-ounce) jar marinated artichokes drained,(ounce) jar marinated artichokes drained,"""11007"""
679,1 pound fresh mozzarella thinly sliced,fresh mozzarella thinly sliced,"""01026"""
680,1/2 cup finely grated Parmigiano-Reggiano (1 1/2 ounces),finely grated parmigianoreggiano ( ounces),"""01033"""
681,1 pound large shrimp peeled and deveined,shrimp peeled and deveined,"""15270"""
682,3 cloves garlic roughly chopped,cloves garlic roughly chopped,"""11215"""
683,3 scallions chopped,scallions chopped,"""11291"""
684,2 tablespoons soy sauce,soy sauce,"""16124"""
685,1 egg,egg,"""01123"""
686,40 round wonton or gyoza wrappers,round wonton or gyoza wrappers,"""18368"""
