,index,original_text,filtered_text,NBD_tag
382,408,1 large egg yolk (from a pasteurized egg),egg yolk (from a pasteurized egg),"""01125"""
383,409,1 tablespoon white wine vinegar or champagne vinegar,white wine vinegar or champagne vinegar,"""02053"""
384,410,Kosher salt,kosher salt,"""02047"""
385,411,1/2 cup vegetable or grapeseed oil,vegetable or grapeseed oil,"""04513"""
386,412,1/2 cup extra-virgin olive oil,extravirgin olive oil,"""04708"""
387,413,1 pound uncooked lasagna,uncooked lasagna,"""32010"""
388,414,2 pounds ricotta,ricotta,"""01036"""
389,415,6 eggs,eggs,"""01123"""
390,416,Sunday Ragu recipe above or other tomato sauce,sunday ragu above or other tomato sauce,"""06931"""
391,417,1 pound grated mozzarella,grated mozzarella,"""01026"""
392,418,1 cup grated Parmesan,grated parmesan,"""01033"""
393,419,2 cups white wine vinegar,white wine vinegar,"""02053"""
394,420,1 yellow onion quartered,yellow onion quartered,"""11294"""
395,421,1 head of garlic halved crosswise,head of garlic halved crosswise,"""11215"""
396,422,2 tablespoons table salt,table salt,"""02047"""
397,423,10 1/2 cups water,water,"""14411"""
398,424,4 1/2 pounds (4 racks) American-style pork ribs,( racks) americanstyle pork,"""10088"""
399,426,Corn and Jalapeño Chile Flatbreads to serve optional,corn and jalapeño chile flatbreads to serve optional,"""25028"""
400,427,1 (7-ounce) can chipotle chiles in adobo sauce,(ounce) chipotle chiles in adobo sauce,"""11962"""
401,428,2 tablespoons onion flakes,onion flakes,"""11282"""
402,429,1 tablespoon Tabasco sauce,tabasco sauce,"""06169"""
403,430,1 tablespoon Dutch cocoa powder,dutch cocoa powder,"""19165"""
404,431,1/2 cup maple syrup,maple syrup,"""19353"""
405,432,1/2 cup dark brown sugar,dark brown sugar,"""19334"""
406,433,1 tablespoon sea salt,sea salt,"""02047"""
407,434,2 tablespoons fresh lime juice,fresh lime juice,"""09160"""
408,435,1 1/2 tablespoons soy sauce,soy sauce,"""16124"""
409,436,1 tablespoon chopped fresh cilantro,chopped fresh cilantro,"""11165"""
410,437,1 tablespoon chopped peeled fresh ginger,chopped peeled fresh ginger,"""11216"""
411,438,1 tablespoon minced shallot,minced shallot,"""11677"""
412,439,5 teaspoons light or regular olive oil,light or regular olive oil,"""44005"""
413,440,2 6-ounce sea bass fillets (each about 3/4 inch thick),sea bass fillets (each thick),"""15091"""
414,441,9 large artichokes,artichokes,"""11007"""
415,442,3 Meyer lemons,meyer lemons,"""09150"""
416,443,2 1/2 cups white wine,white wine,"""14106"""
417,444,2 1/2 cups water,water,"""14411"""
418,445,1 cup pure olive oil plus 2 tablespoons*,pure olive oil plus,"""44005"""
419,446,3 garlic cloves peeled,garlic cloves peeled,"""11215"""
420,447,1 teaspoon coriander seed,coriander seed,"""02013"""
421,448,2 bay leaves,bay leaves,"""02004"""
422,449,1/2 teaspoon whole black peppercorns,whole black peppercorns,"""02030"""
423,450,2 teaspoons sliced green garlic,sliced green garlic,"""11215"""
424,451,3 cups heavy cream,heavy cream,"""01053"""
425,452,6 ounces pennette,pennette,"""20120"""
426,453,9 ounces goat cheese,goat cheese,"""01159"""
427,454,1 teaspoon chopped fresh lemon thyme,chopped fresh lemon thyme,"""02049"""
428,456,1 pinch ground pink peppercorns,ground pink peppercorns,"""02030"""
429,457,Kosher salt,kosher salt,"""02047"""
430,458,Ground black pepper,ground black pepper,"""02030"""
431,459,3/4 cup water as needed,water as needed,"""14411"""
432,460,1 loaf rustic bread,loaf rustic bread,"""18033"""
433,461,3 tablespoons pure olive oil,pure olive oil,"""04708"""
434,462,3 tablespoons chopped Italian parsley leaves,chopped italian parsley leaves,"""11297"""
435,464,3 tablespoons freshly grated Parmesan,freshly grated parmesan,"""01033"""
436,465,Kosher salt,kosher salt,"""02047"""
437,466,Ground black pepper,ground black pepper,"""02030"""
438,467,2 bunches arugula cleaned,bunches arugula cleaned,"""11959"""
439,468,Olive oil as needed,olive oil as needed,"""44005"""
440,469,1/2 Meyer lemon,meyer lemon,"""09152"""
441,470,Kosher salt,kosher salt,"""02047"""
442,471,Ground black pepper,ground black pepper,"""02030"""
443,472,4 whole brandied apricots,whole brandied apricots,"""09021"""
444,473,1 teaspoon brown sugar,brown sugar,"""19334"""
445,474,2 tablespoons brandy,brandy,"""14037"""
446,475,1/4 cup chicken stock,chicken stock,"""06172"""
447,476,Clarified butter,clarified butter,"""01145"""
448,477,1 whole large boneless chicken breast skin on,whole boneless chicken breast skin on,"""05057"""
449,478,1/2 medium onion thinly sliced,onion thinly sliced,"""11282"""
450,479,Sprig rosemary,sprig rosemary,"""02063"""
451,481,Salt to taste,salt to taste,"""02047"""
452,482,Cayenne pepper to taste,cayenne pepper to taste,"""02031"""
453,483,1 cup button mushrooms,button mushrooms,"""11260"""
454,484,Lemon juiced to taste,lemon juiced to taste,"""09152"""
455,485,2 (1/4-inch) slices smoked ham,(inch) smoked ham,"""07938"""
456,486,2 pounds cleaned squid cut into rings see Cooks Note*,cleaned squid cut into rings see cooks note,"""15175"""
457,487,6 egg whites,egg whites,"""01124"""
458,488,3/4 cup all-purpose flour,allpurpose flour,"""20581"""
459,489,21/2 cups panko see Cooks Note**,panko see cooks note,"""18079"""
460,490,Kosher salt,kosher salt,"""02047"""
461,491,1 small fresh lotus root peeled and thinly sliced see Cooks Note*,fresh lotus root peeled and thinly sliced see cooks note,"""11254"""
462,492,1 green papaya peeled and julienned,green papaya peeled and julienned,"""09226"""
463,493,1 orange juiced,orange juiced,"""42270"""
464,494,1 Thai chile finely chopped,thai chile finely chopped,"""11819"""
465,495,1/4 teaspoon kosher salt,kosher salt,"""02047"""
466,496,4 brownies,brownies,"""18154"""
467,497,1 pint vanilla ice cream,vanilla ice cream,"""19095"""
468,498,4 tablespoons chocolate sauce,chocolate sauce,"""19924"""
469,499,4 cigarette cookies,cigarette cookies,"""18204"""
470,500,1/2 cup raspberries,raspberries,"""09302"""
471,501,4 mint sprigs,mint,"""02064"""
472,502,1/4 cup mayonnaise,mayonnaise,"""42138"""
473,503,1 1/4 teaspoons chopped canned chipotle chiles in adobo sauce,chopped canned chipotle chiles in adobo sauce,"""31034"""
474,504,1 cup diced cored fresh pineapple,diced cored fresh pineapple,"""09266"""
475,505,2 tablespoons ginger preserves or orange marmalade,ginger preserves or orange marmalade,"""31033"""
476,506,1 tablespoon fresh lime juice,fresh lime juice,"""09160"""
477,507,1 teaspoon minced peeled fresh ginger,minced peeled fresh ginger,"""11216"""
478,508,2 tablespoons chopped fresh cilantro,chopped fresh cilantro,"""11165"""
479,509,4 (6-ounce) salmon fillets with skin (each 1 to 1 1/4 inches thick),(ounce) salmon fillets with skin (each to thick),"""15238"""
480,510,2 tablespoons olive oil,olive oil,"""44005"""
481,512,1/2 cup of BACARDI® Select,of bacardi® select,"""14037"""
482,513,1 cup fresh cut watermelon,fresh cut watermelon,"""09326"""
483,514,4 cups of ice,of ice,"""14411"""
484,515,1 tablespoon extra-virgin olive oil,extravirgin olive oil,"""04708"""
485,516,1 tablespoon unsalted butter,unsalted butter,"""01145"""
486,517,2 cloves garlic thinly sliced,cloves garlic thinly sliced,"""11215"""
487,518,1 5-ounce package chopped mixed winter greens such as kale and/or chard (about 8 cups),package chopped mixed winter greens such as kale andor chard (about cups),"""11233"""
488,519,Kosher salt,kosher salt,"""02047"""
489,520,1 sheet frozen puff pastry thawed (half of a 17-ounce package),sheet frozen puff pastry thawed (half of aounce package),"""18337"""
490,522,5 ounces goat cheese crumbled (about 3/4 cup),goat cheese crumbled (about cup),"""01159"""
491,523,1/2 cup grated parmesan cheese (about 1 ounce),grated parmesan cheese (about ounce),"""01033"""
492,524,4 large eggs,eggs,"""01123"""
493,525,1 cup heavy cream,heavy cream,"""01053"""
494,526,1/4 teaspoon ground nutmeg,ground nutmeg,"""02025"""
495,527,Freshly ground pepper,freshly ground pepper,"""02030"""
496,528,1 (14-oz) can hearts of palm (not salad-cut) drained,(oz) hearts of palm (not saladcut) drained,"""11961"""
497,529,1/4 medium red onion thinly sliced,red onion thinly sliced,"""11282"""
498,530,1/4 cup coarsely chopped fresh cilantro,coarsely chopped fresh cilantro,"""11165"""
499,531,1 tablespoon fresh lime juice,fresh lime juice,"""09160"""
500,532,1 tablespoon olive oil,olive oil,"""44005"""
501,533,1/4 teaspoon salt,salt,"""02047"""
502,534,3/4 teaspoon black pepper,black pepper,"""02030"""
503,535,1 (11-oz) box frozen ripe plantains,(oz) box frozen ripe plantains,"""09277"""
504,537,1 tablespoon olive oil,olive oil,"""44005"""
505,538,8 thin boneless center-cut pork chops (about 1/4 inch thick),thin boneless centercut pork chops (about thick),"""10164"""
506,540,2 1/2 cups all-purpose flour,allpurpose flour,"""20581"""
507,541,1 1/2 cups sugar,sugar,"""19335"""
508,542,3 teaspoons baking powder,baking powder,"""18371"""
509,543,1 teaspoon salt,salt,"""02047"""
510,544,1/2 cup shortening,shortening,"""04549"""
511,545,1 cup milk,milk,"""01077"""
512,546,3 eggs,eggs,"""01123"""
513,547,1 1/2 teaspoons vanilla extract,vanilla extract,"""02050"""
514,548,1/4 cup peanut butter,peanut butter,"""16167"""
515,549,10 caramel squares (recommended: Kraft brand),caramel squares (recommended: kraft brand),"""19074"""
516,550,1 1/2 tablespoons whipping cream,whipping cream,"""01053"""
517,551,1/4 cup chopped peanuts,chopped peanuts,"""16087"""
518,552,1 can caramel icing,caramel icing,"""19364"""
519,553,Chocolate Ganache recipe follows,chocolate ganache follows,"""19226"""
520,555,1 package almond bark or chocolate,package almond bark or chocolate,"""19120"""
521,556,1/2 pint whipping cream,whipping cream,"""01053"""
522,557,1 tablespoon white corn syrup (recommended: Karo brand),white corn syrup (recommended: karo brand),"""19350"""
523,558,1 tablespoon chipotle peppers,chipotle peppers,"""11819"""
524,560,8 ounces sour cream,sour cream,"""01056"""
525,561,2 tablespoons mayonnaise,mayonnaise,"""42138"""
526,562,4 chicken breasts diced into 1/2-inch pieces,chicken breasts diced intoinch pieces,"""05062"""
527,563,3 cloves garlic chopped,cloves garlic chopped,"""11215"""
528,564,1 tablespoon rum,rum,"""14037"""
529,565,2 tablespoons vegetable oil,vegetable oil,"""04513"""
530,566,1 onion chopped,onion chopped,"""11282"""
531,567,1 tablespoon sliced lemongrass,sliced lemongrass,"""06625"""
532,568,1/2 cup coconut milk,coconut milk,"""12117"""
533,569,1 tablespoon curry powder,curry powder,"""02015"""
534,570,2 teaspoons sesame oil,sesame oil,"""04058"""
535,571,1 hot pepper chopped optional,hot pepper chopped optional,"""11819"""
536,573,Cooked rice serving suggestion,cooked rice suggestion,"""20051"""
537,574,1 1/2 pounds small Brussels sprouts,brussels sprouts,"""11098"""
538,575,4 tablespoons unsalted butter,unsalted butter,"""01145"""
539,576,1/2 teaspoon salt,salt,"""02047"""
540,577,1/4 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
541,578,1 tablespoon medium dry white wine,dry white wine,"""14106"""
542,579,1 tablespoon lemon juice,lemon juice,"""09152"""
543,581,8 ounces ground chicken,ground chicken,"""05332"""
544,582,1 packet dried onion soup mix,packet dried onion soup mix,"""06094"""
545,583,2 tablespoons sesame oil,sesame oil,"""04058"""
546,584,2 tablespoons oyster sauce,oyster sauce,"""06176"""
547,585,1 tablespoon minced garlic,minced garlic,"""11215"""
548,586,24 wonton wrappers,wonton wrappers,"""18368"""
549,587,1 skinless chicken breast sliced into 1/4-inch strips,skinless chicken breast sliced intoinch strips,"""05057"""
550,588,1 tablespoon minced garlic,minced garlic,"""11215"""
551,589,1 tablespoon vegetable oil,vegetable oil,"""04513"""
552,590,4 (14-ounce) cans chicken stock,(ounce) chicken stock,"""06172"""
553,591,2 tablespoons light soy sauce,light soy sauce,"""16424"""
554,592,1 tablespoon sesame oil,sesame oil,"""04058"""
555,593,2/3 cup Chinese barbecued pork thinly sliced,chinese barbecued pork thinly sliced,"""36622"""
556,594,1 (4-ounce) jar sliced water chestnuts,(ounce) jar sliced water chestnuts,"""11590"""
557,595,1 (4-ounce) jar bamboo shoots,(ounce) jar bamboo shoots,"""11026"""
558,596,1/2 (12-ounce) bag frozen vegetable stir-fry mix (snap peas carrots and mushrooms),(ounce) bag frozen vegetable stirfry mix (snap peas carrots and mushrooms),"""11583"""
559,597,3 pounds ripe peaches,ripe peaches,"""09236"""
560,598,2 tablespoons cornstarch,cornstarch,"""20027"""
561,599,1 1/2 tablespoons all-purpose flour,allpurpose flour,"""20581"""
562,600,2 teaspoons fresh lemon juice,fresh lemon juice,"""09152"""
563,601,1/2 teaspoon cinnamon,cinnamon,"""02010"""
564,602,1/4 teaspoon salt,salt,"""02047"""
565,603,1/2 cup plus 1 tablespoon sugar divided,plus sugar divided,"""19335"""
566,604,1/4 cup mild honey,mild honey,"""19296"""
567,605,2 tablespoons water,water,"""14411"""
568,606,3 tablespoons unsalted butter,unsalted butter,"""01145"""
569,607,All-butter pastry dough,allbutter pastry dough,"""18014"""
570,608,1 tablespoon whole milk,whole milk,"""01077"""
571,609,"1 tube jumbo bake-off biscuits (recommended: Pillsbury brand """"Grands"""") available on dairy aisle","tube jumbo bakeoff biscuits (recommended: pillsbury brand """"grands"""") available on dairy aisle","""18633"""
572,610,A sprinkle cayenne (spicy) or sweet paprika (mild),a cayenne (spicy) or sweet paprika (mild),"""02031"""
573,611,1 cup dry white wine,dry white wine,"""14106"""
574,612,2 cups chicken broth,chicken broth,"""06194"""
575,613,1 bay leaf,bay leaf,"""02004"""
576,614,4 pieces boneless skinless chicken breasts,pieces boneless skinless chicken breasts,"""05053"""
577,615,1 tablespoon vegetable oil or extra-virgin olive oil 1 turn of the pan,vegetable oil or extravirgin olive oil turn of the pan,"""04513"""
578,616,2 tablespoons butter,butter,"""01001"""
579,617,1/2 pound small white mushrooms sliced,white mushrooms sliced,"""11260"""
580,618,1/2 small white onion chopped,white onion chopped,"""11282"""
581,619,2 tablespoons all-purpose flour,allpurpose flour,"""20581"""
582,620,3 tablespoons chopped pimentos,chopped pimentos,"""01043"""
583,621,1 cup frozen green peas,frozen green peas,"""11312"""
584,622,2 tablespoons chopped flat-leaf or curly parsley,chopped flatleaf or curly parsley,"""11297"""
585,623,Vegetable oil (for deep-frying),vegetable oil (for deepfrying),"""04513"""
586,624,2 (15-ounce) cans chickpeas drained rinsed drained again on paper towels and patted dry,(ounce) chickpeas drained rinsed drained again on paper towels and patted dry,"""16056"""
587,625,3/4 teaspoon smoked hot paprika such as Pimentón de la Vera,smoked hot paprika such as pimentón de la vera,"""02028"""
588,626,3/4 teaspoon flaky sea salt such as Maldon,flaky sea salt such as maldon,"""02047"""
589,627,1 lemon,lemon,"""09150"""
590,628,2 cups whole milk divided,whole milk divided,"""01077"""
591,629,2/3 cup sugar,sugar,"""19335"""
592,630,1 cinnamon stick broken in half,cinnamon broken in half,"""02010"""
593,631,1/3 cup cornstarch,cornstarch,"""20027"""
594,632,2 large egg yolks,egg yolks,"""01125"""
595,633,3 large eggs,eggs,"""01123"""
596,634,1 3/4 cups whole milk,whole milk,"""01077"""
597,635,2 1/2 tablespoons Pernod or ouzo,pernod or ouzo,"""14037"""
598,636,1/2 teaspoon (scant) salt,(scant) salt,"""02047"""
599,637,1 cup all purpose flour,all purpose flour,"""20581"""
600,638,Olive oil (for brushing),olive oil (for brushing),"""44005"""
601,639,Whipped cream,whipped cream,"""01054"""
602,640,Fresh raspberries (for garnish),fresh raspberries (for garnish),"""09302"""
603,641,1 cup good quality dark chocolate (recommended: Guittard),good quality dark chocolate (recommended: guittard),"""19904"""
604,642,1/2 cup (1 stick) room temperature salted butter,( stick) room temperature salted butter,"""01001"""
605,643,2 tablespoons heavy cream,heavy cream,"""01053"""
606,644,1 teaspoon vanilla (recommended: Nielsen Massey),vanilla (recommended: nielsen massey),"""02050"""
607,645,1 tablespoon coffee-flavored liqueur (recommended: Kahlua),coffeeflavored liqueur (recommended: kahlua),"""14414"""
608,646,1 pound sifted confectioners sugar,sifted confectioners sugar,"""19335"""
609,647,8 ounces (2 sticks) cool unsalted butter cut into pieces,( sticks) cool unsalted butter cut into pieces,"""01145"""
610,648,1 cup packed light brown sugar,packed light brown sugar,"""19334"""
611,649,1/2 cup granulated sugar,granulated sugar,"""19335"""
612,650,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
613,651,2 eggs,eggs,"""01123"""
614,652,2 1/4 cups all-purpose flour,allpurpose flour,"""20581"""
615,653,1 teaspoon baking soda,baking soda,"""18372"""
616,654,1 teaspoon salt,salt,"""02047"""
