,original_text,NDB_ID,Description
372,1 small bok choy washed and sliced into wedges,"""11116""","cabbage, chinese (pak-choi), raw"
373,1/4 cup unsweetened coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
374,1 teaspoon Thai red curry paste,"""06624""","smart soup, thai coconut curry"
375,1 1/2 pound whole sea bass scales removed head on and gutted,"""15091""","fish, sea bass, mixed species, raw"
376,1 recipe Saffron Basmati Rice,"""20037""","rice, brown, long-grain, cooked (includes foods for usda's food distribution program)"
377,1/4 teaspoon fennel seeds,"""02018""","spices, fennel seed"
378,a 6-inch pita loaf (preferably pocketless),"""18041""","bread, pita, white, enriched"
379,1 teaspoon extra-virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
380,1/8 teaspoon coarse salt,"""02047""","salt, table"
381,1 large egg yolk (from a pasteurized egg),"""01125""","egg, yolk, raw, fresh"
382,1 tablespoon white wine vinegar or champagne vinegar,"""02053""","vinegar, distilled"
383,Kosher salt,"""02047""","salt, table"
384,1/2 cup vegetable or grapeseed oil,"""04513""","vegetable oil, palm kernel"
385,1/2 cup extra-virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
386,1 pound uncooked lasagna,"""32010""","pasta mix, italian lasagna, unprepared"
387,2 pounds ricotta,"""01036""","cheese, ricotta, whole milk"
388,6 eggs,"""01123""","egg, whole, raw, fresh"
389,Sunday Ragu recipe above or other tomato sauce,"""06931""","sauce, pasta, spaghetti/marinara, ready-to-serve"
390,1 pound grated mozzarella,"""01026""","cheese, mozzarella, whole milk"
391,1 cup grated Parmesan,"""01033""","cheese, parmesan, hard"
392,2 cups white wine vinegar,"""02053""","vinegar, distilled"
393,1 yellow onion quartered,"""11294""","onions, sweet, raw"
394,1 head of garlic halved crosswise,"""11215""","garlic, raw"
395,2 tablespoons table salt,"""02047""","salt, table"
396,10 1/2 cups water,"""14411""","beverages, water, tap, drinking"
397,4 1/2 pounds (4 racks) American-style pork ribs,"""10088""","pork, fresh, spareribs, separable lean and fat, raw"
398,Corn and Jalapeño Chile Flatbreads to serve optional,"""25028""","tortilla chips, yellow, plain, salted"
399,1 (7-ounce) can chipotle chiles in adobo sauce,"""11962""","peppers, hot chile, sun-dried"
400,2 tablespoons onion flakes,"""11282""","onions, raw"
401,1 tablespoon Tabasco sauce,"""06169""","sauce, ready-to-serve, pepper, tabasco"
402,1 tablespoon Dutch cocoa powder,"""19165""","cocoa, dry powder, unsweetened"
403,1/2 cup maple syrup,"""19353""","syrups, maple"
404,1/2 cup dark brown sugar,"""19334""","sugars, brown"
405,1 tablespoon sea salt,"""02047""","salt, table"
406,2 tablespoons fresh lime juice,"""09160""","lime juice, raw"
407,1 1/2 tablespoons soy sauce,"""16124""",soy sauce made from soy (tamari)
408,1 tablespoon chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
409,1 tablespoon chopped peeled fresh ginger,"""11216""","ginger root, raw"
410,1 tablespoon minced shallot,"""11677""","shallots, raw"
411,5 teaspoons light or regular olive oil,"""44005""","oil, corn, peanut, and olive"
412,2 6-ounce sea bass fillets (each about 3/4 inch thick),"""15091""","fish, sea bass, mixed species, raw"
413,9 large artichokes,"""11007""","artichokes, (globe or french), raw"
414,3 Meyer lemons,"""09150""","lemons, raw, without peel"
415,2 1/2 cups white wine,"""14106""","alcoholic beverage, wine, table, white"
416,2 1/2 cups water,"""14411""","beverages, water, tap, drinking"
417,1 cup pure olive oil plus 2 tablespoons*,"""44005""","oil, corn, peanut, and olive"
418,3 garlic cloves peeled,"""11215""","garlic, raw"
419,1 teaspoon coriander seed,"""02013""","spices, coriander seed"
420,2 bay leaves,"""02004""","spices, bay leaf"
421,1/2 teaspoon whole black peppercorns,"""02030""","spices, pepper, black"
422,2 teaspoons sliced green garlic,"""11215""","garlic, raw"
423,3 cups heavy cream,"""01053""","cream, fluid, heavy whipping"
424,6 ounces pennette,"""20120""","pasta, dry, enriched"
425,9 ounces goat cheese,"""01159""","cheese, goat, soft type"
426,1 teaspoon chopped fresh lemon thyme,"""02049""","thyme, fresh"
427,1 pinch ground pink peppercorns,"""02030""","spices, pepper, black"
428,Kosher salt,"""02047""","salt, table"
429,Ground black pepper,"""02030""","spices, pepper, black"
430,3/4 cup water as needed,"""14411""","beverages, water, tap, drinking"
431,1 loaf rustic bread,"""18033""","bread, italian"
432,3 tablespoons pure olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
433,3 tablespoons chopped Italian parsley leaves,"""11297""","parsley, fresh"
434,3 tablespoons freshly grated Parmesan,"""01033""","cheese, parmesan, hard"
435,Kosher salt,"""02047""","salt, table"
436,Ground black pepper,"""02030""","spices, pepper, black"
437,2 bunches arugula cleaned,"""11959""","arugula, raw"
438,Olive oil as needed,"""44005""","oil, corn, peanut, and olive"
439,1/2 Meyer lemon,"""09152""","lemon juice, raw"
440,Kosher salt,"""02047""","salt, table"
441,Ground black pepper,"""02030""","spices, pepper, black"
442,4 whole brandied apricots,"""09021""","apricots, raw"
443,1 teaspoon brown sugar,"""19334""","sugars, brown"
444,2 tablespoons brandy,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
445,1/4 cup chicken stock,"""06172""","soup, stock, chicken, home-prepared"
446,Clarified butter,"""01145""","butter, without salt"
447,1 whole large boneless chicken breast skin on,"""05057""","chicken, broilers or fryers, breast, meat and skin, raw"
448,1/2 medium onion thinly sliced,"""11282""","onions, raw"
449,Sprig rosemary,"""02063""","rosemary, fresh"
450,Salt to taste,"""02047""","salt, table"
451,Cayenne pepper to taste,"""02031""","spices, pepper, red or cayenne"
452,1 cup button mushrooms,"""11260""","mushrooms, white, raw"
453,Lemon juiced to taste,"""09152""","lemon juice, raw"
454,2 (1/4-inch) slices smoked ham,"""07938""","ham, honey, smoked, cooked"
455,2 pounds cleaned squid cut into rings see Cooks Note*,"""15175""","mollusks, squid, mixed species, raw"
456,6 egg whites,"""01124""","egg, white, raw, fresh"
457,3/4 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
458,21/2 cups panko see Cooks Note**,"""18079""","bread, crumbs, dry, grated, plain"
459,Kosher salt,"""02047""","salt, table"
460,1 small fresh lotus root peeled and thinly sliced see Cooks Note*,"""11254""","lotus root, raw"
461,1 green papaya peeled and julienned,"""09226""","papayas, raw"
462,1 orange juiced,"""42270""","beverages, orange juice drink"
463,1 Thai chile finely chopped,"""11819""","peppers, hot chili, red, raw"
464,1/4 teaspoon kosher salt,"""02047""","salt, table"
465,4 brownies,"""18154""","cookies, brownies, prepared from recipe"
466,1 pint vanilla ice cream,"""19095""","ice creams, vanilla"
467,4 tablespoons chocolate sauce,"""19924""","syrup, nestle, chocolate"
468,4 cigarette cookies,"""18204""","cookies, sugar, commercially prepared, regular (includes vanilla)"
469,1/2 cup raspberries,"""09302""","raspberries, raw"
470,4 mint sprigs,"""02064""","peppermint, fresh"
471,1/4 cup mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
472,1 1/4 teaspoons chopped canned chipotle chiles in adobo sauce,"""31034""","peppers, hot pickled, canned"
473,1 cup diced cored fresh pineapple,"""09266""","pineapple, raw, all varieties"
474,2 tablespoons ginger preserves or orange marmalade,"""31033""","ginger root, pickled, canned, with artificial sweetener"
475,1 tablespoon fresh lime juice,"""09160""","lime juice, raw"
476,1 teaspoon minced peeled fresh ginger,"""11216""","ginger root, raw"
477,2 tablespoons chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
478,4 (6-ounce) salmon fillets with skin (each 1 to 1 1/4 inches thick),"""15238""","fish, salmon, coho, farmed, raw"
479,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
480,1/2 cup of BACARDI® Select,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
481,1 cup fresh cut watermelon,"""09326""","watermelon, raw"
482,4 cups of ice,"""14411""","beverages, water, tap, drinking"
483,1 tablespoon extra-virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
484,1 tablespoon unsalted butter,"""01145""","butter, without salt"
485,2 cloves garlic thinly sliced,"""11215""","garlic, raw"
486,1 5-ounce package chopped mixed winter greens such as kale and/or chard (about 8 cups),"""11233""","kale, raw"
487,Kosher salt,"""02047""","salt, table"
488,1 sheet frozen puff pastry thawed (half of a 17-ounce package),"""18337""","puff pastry, frozen, ready-to-bake"
489,5 ounces goat cheese crumbled (about 3/4 cup),"""01159""","cheese, goat, soft type"
490,1/2 cup grated parmesan cheese (about 1 ounce),"""01033""","cheese, parmesan, hard"
491,4 large eggs,"""01123""","egg, whole, raw, fresh"
492,1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
493,1/4 teaspoon ground nutmeg,"""02025""","spices, nutmeg, ground"
494,Freshly ground pepper,"""02030""","spices, pepper, black"
495,1 (14-oz) can hearts of palm (not salad-cut) drained,"""11961""","hearts of palm, canned"
496,1/4 medium red onion thinly sliced,"""11282""","onions, raw"
497,1/4 cup coarsely chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
498,1 tablespoon fresh lime juice,"""09160""","lime juice, raw"
499,1 tablespoon olive oil,"""44005""","oil, corn, peanut, and olive"
500,1/4 teaspoon salt,"""02047""","salt, table"
501,3/4 teaspoon black pepper,"""02030""","spices, pepper, black"
502,1 (11-oz) box frozen ripe plantains,"""09277""","plantains, yellow, raw"
503,1 tablespoon olive oil,"""44005""","oil, corn, peanut, and olive"
504,8 thin boneless center-cut pork chops (about 1/4 inch thick),"""10164""","pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw"
505,2 1/2 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
506,1 1/2 cups sugar,"""19335""","sugars, granulated"
507,3 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
508,1 teaspoon salt,"""02047""","salt, table"
509,1/2 cup shortening,"""04549""","shortening industrial, lard and vegetable oil"
510,1 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
511,3 eggs,"""01123""","egg, whole, raw, fresh"
512,1 1/2 teaspoons vanilla extract,"""02050""",vanilla extract
513,1/4 cup peanut butter,"""16167""","peanut butter, smooth (includes foods for usda's food distribution program)"
514,10 caramel squares (recommended: Kraft brand),"""19074""","candies, caramels"
515,1 1/2 tablespoons whipping cream,"""01053""","cream, fluid, heavy whipping"
516,1/4 cup chopped peanuts,"""16087""","peanuts, all types, raw"
517,1 can caramel icing,"""19364""","toppings, butterscotch or caramel"
518,Chocolate Ganache recipe follows,"""19226""","frostings, chocolate, creamy, ready-to-eat"
519,1 package almond bark or chocolate,"""19120""","candies, milk chocolate"
520,1/2 pint whipping cream,"""01053""","cream, fluid, heavy whipping"
521,1 tablespoon white corn syrup (recommended: Karo brand),"""19350""","syrups, corn, light"
522,1 tablespoon chipotle peppers,"""11819""","peppers, hot chili, red, raw"
523,8 ounces sour cream,"""01056""","cream, sour, cultured"
524,2 tablespoons mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
525,4 chicken breasts diced into 1/2-inch pieces,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
526,3 cloves garlic chopped,"""11215""","garlic, raw"
527,1 tablespoon rum,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
528,2 tablespoons vegetable oil,"""04513""","vegetable oil, palm kernel"
529,1 onion chopped,"""11282""","onions, raw"
530,1 tablespoon sliced lemongrass,"""06625""","smart soup, vietnamese carrot lemongrass"
531,1/2 cup coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
532,1 tablespoon curry powder,"""02015""","spices, curry powder"
533,2 teaspoons sesame oil,"""04058""","oil, sesame, salad or cooking"
534,1 hot pepper chopped optional,"""11819""","peppers, hot chili, red, raw"
535,Cooked rice serving suggestion,"""20051""","rice, white, medium-grain, enriched, cooked"
536,1 1/2 pounds small Brussels sprouts,"""11098""","brussels sprouts, raw"
537,4 tablespoons unsalted butter,"""01145""","butter, without salt"
538,1/2 teaspoon salt,"""02047""","salt, table"
539,1/4 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
540,1 tablespoon medium dry white wine,"""14106""","alcoholic beverage, wine, table, white"
541,1 tablespoon lemon juice,"""09152""","lemon juice, raw"
542,8 ounces ground chicken,"""05332""","chicken, ground, raw"
543,1 packet dried onion soup mix,"""06094""","soup, onion, dry, mix"
544,2 tablespoons sesame oil,"""04058""","oil, sesame, salad or cooking"
545,2 tablespoons oyster sauce,"""06176""","sauce, oyster, ready-to-serve"
546,1 tablespoon minced garlic,"""11215""","garlic, raw"
547,24 wonton wrappers,"""18368""",wonton wrappers (includes egg roll wrappers)
548,1 skinless chicken breast sliced into 1/4-inch strips,"""05057""","chicken, broilers or fryers, breast, meat and skin, raw"
549,1 tablespoon minced garlic,"""11215""","garlic, raw"
550,1 tablespoon vegetable oil,"""04513""","vegetable oil, palm kernel"
551,4 (14-ounce) cans chicken stock,"""06172""","soup, stock, chicken, home-prepared"
552,2 tablespoons light soy sauce,"""16424""","soy sauce made from soy and wheat (shoyu), low sodium"
553,1 tablespoon sesame oil,"""04058""","oil, sesame, salad or cooking"
554,2/3 cup Chinese barbecued pork thinly sliced,"""36622""","restaurant, chinese, sweet and sour pork"
555,1 (4-ounce) jar sliced water chestnuts,"""11590""","waterchestnuts, chinese, canned, solids and liquids"
556,1 (4-ounce) jar bamboo shoots,"""11026""","bamboo shoots, raw"
557,1/2 (12-ounce) bag frozen vegetable stir-fry mix (snap peas carrots and mushrooms),"""11583""","vegetables, mixed, frozen, unprepared"
558,3 pounds ripe peaches,"""09236""","peaches, yellow, raw"
559,2 tablespoons cornstarch,"""20027""",cornstarch
560,1 1/2 tablespoons all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
561,2 teaspoons fresh lemon juice,"""09152""","lemon juice, raw"
562,1/2 teaspoon cinnamon,"""02010""","spices, cinnamon, ground"
563,1/4 teaspoon salt,"""02047""","salt, table"
564,1/2 cup plus 1 tablespoon sugar divided,"""19335""","sugars, granulated"
565,1/4 cup mild honey,"""19296""",honey
566,2 tablespoons water,"""14411""","beverages, water, tap, drinking"
567,3 tablespoons unsalted butter,"""01145""","butter, without salt"
568,All-butter pastry dough,"""18014""","biscuits, plain or buttermilk, refrigerated dough, higher fat"
569,1 tablespoon whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
570,"1 tube jumbo bake-off biscuits (recommended: Pillsbury brand """"Grands"""") available on dairy aisle","""18633""","pillsbury grands, buttermilk biscuits, refrigerated dough"
571,A sprinkle cayenne (spicy) or sweet paprika (mild),"""02031""","spices, pepper, red or cayenne"
572,1 cup dry white wine,"""14106""","alcoholic beverage, wine, table, white"
573,2 cups chicken broth,"""06194""","soup, chicken broth, ready-to-serve"
574,1 bay leaf,"""02004""","spices, bay leaf"
575,4 pieces boneless skinless chicken breasts,"""05053""","chicken, broilers or fryers, back, meat only, raw"
576,1 tablespoon vegetable oil or extra-virgin olive oil 1 turn of the pan,"""04513""","vegetable oil, palm kernel"
577,2 tablespoons butter,"""01001""","butter, salted"
578,1/2 pound small white mushrooms sliced,"""11260""","mushrooms, white, raw"
579,1/2 small white onion chopped,"""11282""","onions, raw"
580,2 tablespoons all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
581,3 tablespoons chopped pimentos,"""01043""","cheese, pasteurized process, pimento"
